policy,day,averageFood,medianFood,foodP10,foodP25,foodP75,foodP90,averagePopulation,medianPopulation,populationP10,populationP90,averageResidentPopulation,residentMedian,residentP10,residentP90,averageHealthySurvivors,injuryRate,missingRate,deathRate,averageProduction,productionMedian,averageConsumption,consumptionMedian,averageCommunityLabor,communityLaborMedian,averageExplorationProgress,failureProbability,averageDailyNetFood,averageDailyNetResources
principle-greedy:community-shares-risk,12,0.1415,0,0,0,0,0,3.8375,4,1,6,0.3207,0,0,1,1.0644,2.4524,0.7381,0.7451,4.9199,3.2,1.2913,0,0.0046,0,0.5346,0.0042,0.0728,1.5578
principle-greedy:community-shares-risk,13,0.1345,0,0,0,0,0,3.3852,4,1,6,0.3137,0,0,1,0.93,2.1415,1.0294,0.8992,3.6641,0,1.1625,0,0.0051,0,0.5416,0.1148,-0.007,0.1264
principle-greedy:community-shares-risk,14,0.1303,0,0,0,0,0,2.9328,3,0,6,0.2885,0,0,1,0.8361,1.8081,1.2605,1.0952,3.3868,0,0.965,0,0.0077,0,0.5514,0.2479,-0.0042,0.1174
principle-greedy:community-shares-risk,15,0.0966,0,0,0,0,0,2.5336,3,0,5,0.2661,0,0,1,0.7647,1.5028,1.479,1.2535,2.3792,0,0.8824,0,0.0079,0,0.557,0.3487,-0.0336,-0.6672
principle-greedy:community-shares-risk,16,0.1064,0,0,0,0,0,2.1919,2,0,5,0.2507,0,0,1,0.6625,1.2787,1.7045,1.3543,2.113,0,0.7283,0,0.0072,0,0.5619,0.416,0.0098,-0.1612
principle-greedy:community-shares-risk,17,0.0714,0,0,0,0,0,1.8501,1,0,5,0.2269,0,0,1,0.5476,1.0756,1.8866,1.4902,1.784,0,0.5882,0,0.0069,0,0.5658,0.5056,-0.035,-0.4624
principle-greedy:community-shares-risk,18,0.1289,0,0,0,0,0,2.5602,2,1,6,0.2045,0,0,1,0.8936,1.4622,2.0826,1.5616,4.0259,0,0.8796,0,0.0069,0,0.5786,0.0504,0.0574,1.5463
principle-greedy:community-shares-risk,19,0.1345,0,0,0,0,0,2.1176,1,0,6,0.1877,0,0,1,0.6807,1.2493,2.395,1.6751,2.5947,0,0.8627,0,0.0064,0,0.5857,0.2913,0.0056,-0.1112
principle-greedy:community-shares-risk,20,0.1162,0,0,0,0,0,1.5868,0,0,5,0.091,0,0,0,0.5588,0.937,2.5686,1.9356,1.8416,0,0.6457,0,0.0063,0,0.5889,0.5546,-0.0182,-1.3876
principle-greedy:community-shares-risk,21,0.091,0,0,0,0,0,1.2997,0,0,5,0.0728,0,0,0,0.4412,0.7857,2.7437,2.0294,1.7078,0,0.458,0,0.0041,0,0.6183,0.6373,-0.0252,0.1597
principle-greedy:community-shares-risk,22,0.077,0,0,0,0,0,1.1092,0,0,4,0.0952,0,0,0,0.3431,0.6709,2.895,2.091,1.3688,0,0.2997,0,0.0016,0,0.6298,0.6891,-0.014,-0.5178
principle-greedy:community-shares-risk,23,0.077,0,0,0,0,0,0.9412,0,0,4,0.119,0,0,1,0.2675,0.5546,3.0196,2.1583,1.383,0,0.3571,0,0.0013,0,0.6347,0.7479,0,0.0714
principle-greedy:community-shares-risk,24,0.021,0,0,0,0,0,0.7759,0,0,4,0.1106,0,0,0,0.2129,0.4524,3.1513,2.1835,1.3253,0,0.0546,0,0.0027,0,0.6494,0.7773,-0.056,0.3804
principle-greedy:community-shares-risk,25,0.0182,0,0,0,0,0,0.6541,0,0,3,0.1134,0,0,0,0.1947,0.3459,3.2521,2.2073,0.8664,0,0.1429,0,0.0027,0,0.6555,0.8179,-0.0028,-0.4119
principle-greedy:community-shares-risk,26,0.021,0,0,0,0,0,0.5336,0,0,2,0.119,0,0,1,0.1485,0.2661,3.3543,2.2311,0.4947,0,0.1471,0,0.0056,0,0.6569,0.8473,0.0028,-0.6373
principle-greedy:community-shares-risk,27,0.0336,0,0,0,0,0,0.4398,0,0,2,0.1162,0,0,0.7,0.1387,0.1849,3.4314,2.2451,0.5922,0,0.1499,0,0.0058,0,0.6578,0.8782,0.0126,-0.0825
principle-greedy:community-shares-risk,28,0.0336,0,0,0,0,0,0.3768,0,0,1,0.1246,0,0,1,0.1036,0.1485,3.4874,2.2605,0.4312,0,0.1401,0,0.0058,0,0.659,0.9048,0,-0.1635
principle-greedy:community-shares-risk,29,0.035,0,0,0,0,0,0.2619,0,0,0,0.0266,0,0,0,0.1106,0.1246,3.5042,2.2605,0.4662,0,0.1639,0,0.0077,0,0.6599,0.9132,0.0014,-2.4203
principle-greedy:community-shares-risk,30,0.035,0,0,0,0,0,0.2619,0,0,0,0.0266,0,0,0,0.1106,0.1246,3.5042,2.2605,0,0,0,0,0,0,0.6599,0.9132,0,0
principle-greedy:core-leads,1,9.986,9,9,9,9,14,3,3,3,3,0,0,0,0,2.7633,0.2367,0,0,0,0,3,3,0,0,0.0291,0,-2.014,-11.609
principle-greedy:core-leads,2,6.9272,6,5,5,8,11,3,3,3,3,0,0,0,0,2.1373,0.8627,0,0,2.5171,0,3,3,0,0,0.0948,0,-3.0588,-7.0448
principle-greedy:core-leads,3,4.8599,4,2,3,7,9,3.0042,3,3,3,0.0042,0,0,0,1.7227,1.2773,0,0,4.3655,3.2,3.0042,3,0,0,0.1527,0,-2.0672,-2.4509
principle-greedy:core-leads,4,3.5784,3,0,1,5,7,3.2577,3,3,4,0.2577,0,0,1,1.4608,1.5392,0,0,3.9874,3.2,3.1807,3,0,0,0.2276,0,-1.2815,-2.4499
principle-greedy:core-leads,5,2.2759,1,0,0,4,6,3.5672,4,3,4,0.5672,1,0,1,1.0896,1.9104,0,0,3.9011,2.2,2.909,3,0.0003,0,0.2775,0,-1.3025,-1.7619
principle-greedy:core-leads,6,0.3866,0,0,0,0,1,4.5056,5,4,5,0.5406,1,0,1,1.6064,2.3585,0.0154,0.0196,8.056,11.2,1.8039,1,0.0014,0,0.3597,0,-1.8894,4.1991
principle-greedy:core-leads,7,0.3697,0,0,0,0,1,4.5028,5,4,5,0.6204,1,0,1,1.4118,2.4706,0.0504,0.0672,4.1784,3.2,1.7423,1,0.0014,0,0.3871,0.0014,-0.0168,-0.65
principle-greedy:core-leads,8,0.0294,0,0,0,0,0,4.3403,4.5,3,5,0.6022,1,0,1,1.1373,2.6008,0.1078,0.1541,3.0176,0,0.9496,1,0.0031,0,0.4667,0.0028,-0.3403,-0.5669
principle-greedy:core-leads,9,0.1765,0,0,0,0,0,4.1499,4,3,5,0.6078,1,0,1,1.0434,2.4986,0.2031,0.2549,3.163,0,1.1008,0,0.0031,0,0.4889,0.0126,0.1471,-1.8328
principle-greedy:core-leads,10,0.1218,0,0,0,0,0,3.5322,4,1,5,0.3305,0,0,1,1.0854,2.1162,0.3417,0.4566,3.456,0,1.1092,0,0.0048,0,0.4954,0.0784,-0.0546,-2.2151
principle-greedy:core-leads,11,0.0434,0,0,0,0,0,3.1667,4,0,5,0.3025,0,0,1,0.9524,1.9118,0.5266,0.6092,5.344,0,0.6289,0,0.0045,0,0.5211,0.1331,-0.0784,2.649
principle-greedy:core-leads,12,0.1246,0,0,0,0,0,3.8473,4,1,6,0.3011,0,0,1,1.0938,2.4524,0.7423,0.7115,5.1006,3.2,1.2479,0,0.0039,0,0.5356,0.0042,0.0812,1.6836
principle-greedy:core-leads,13,0.1078,0,0,0,0,0,3.4496,4,1,6,0.3025,0,0,1,0.9328,2.2143,0.9986,0.8543,3.5787,0,1.1751,0,0.005,0,0.5424,0.1162,-0.0168,-0.1623
principle-greedy:core-leads,14,0.1078,0,0,0,0,0,3.0532,3,0,6,0.2857,0,0,1,0.916,1.8515,1.1737,1.0588,3.2128,0,1.0252,0,0.0064,0,0.551,0.2549,0,0.0075
principle-greedy:core-leads,15,0.0742,0,0,0,0,0,2.7241,3,0,6,0.2633,0,0,1,0.8375,1.6232,1.3389,1.2003,2.4572,0,0.8249,0,0.0067,0,0.557,0.3431,-0.0336,-0.388
principle-greedy:core-leads,16,0.1134,0,0,0,0,0,2.4706,2,0,5,0.2395,0,0,1,0.8221,1.409,1.4818,1.2871,2.3625,0,0.8641,0,0.0073,0,0.5606,0.3964,0.0392,-0.1793
principle-greedy:core-leads,17,0.0868,0,0,0,0,0,2.2549,1,0,5,0.2325,0,0,1,0.7255,1.2969,1.6022,1.3754,2.0685,0,0.8249,0,0.0088,0,0.5637,0.4538,-0.0266,-0.2221
principle-greedy:core-leads,18,0.1569,0,0,0,0,0,3.028,2,1,6,0.2171,0,0,1,1.1835,1.6275,1.7535,1.4356,4.013,0,1.1232,0,0.008,0,0.5752,0.0378,0.07,1.372
principle-greedy:core-leads,19,0.1331,0,0,0,0,0,2.6218,1,0,6,0.2003,0,0,1,0.9342,1.4874,2.0238,1.5546,2.6652,0,0.9664,0,0.0067,0,0.5825,0.2619,-0.0238,-0.1325
principle-greedy:core-leads,20,0.1204,0,0,0,0,0,2.1555,1,0,6,0.1148,0,0,1,0.8361,1.2045,2.1499,1.8095,1.7524,0,0.7689,0,0.0055,0,0.5846,0.507,-0.0126,-1.3899
principle-greedy:core-leads,21,0.0658,0,0,0,0,0,1.9482,0,0,6,0.1036,0,0,0,0.6905,1.1541,2.2815,1.8739,1.8272,0,0.5266,0,0.002,0,0.6174,0.5532,-0.0546,0.0063
principle-greedy:core-leads,22,0.0406,0,0,0,0,0,1.7885,0,0,6,0.1134,0,0,1,0.6134,1.0616,2.4034,1.9216,1.5891,0,0.4622,0,0.002,0,0.634,0.5994,-0.0252,-0.5159
principle-greedy:core-leads,23,0.0448,0,0,0,0,0,1.6835,0,0,6,0.1569,0,0,1,0.5546,0.972,2.5168,1.9566,2.1514,0,0.5042,0,0.0022,0,0.6417,0.6275,0.0042,0.372
principle-greedy:core-leads,24,0.0098,0,0,0,0,0,1.465,0,0,5,0.1443,0,0,1,0.5154,0.8053,2.6933,1.986,1.9964,0,0.0658,0,0.0031,0,0.6643,0.6499,-0.035,0.8287
principle-greedy:core-leads,25,0.0238,0,0,0,0,0,1.3067,0,0,5,0.1541,0,0,1,0.4818,0.6709,2.8347,2.0126,1.4173,0,0.2409,0,0.0025,0,0.6734,0.6737,0.014,-0.7393
principle-greedy:core-leads,26,0.0294,0,0,0,0,0,1.1751,0,0,5,0.1891,0,0,1,0.4328,0.5532,2.9762,2.0378,1.3007,0,0.3838,0,0.0039,0,0.677,0.7129,0.0056,-0.3758
principle-greedy:core-leads,27,0.0462,0,0,0,0,0,1.0756,0,0,4,0.2087,0,0,1,0.402,0.465,3.0686,2.0644,1.5483,0,0.3796,0,0.0072,0,0.6794,0.7521,0.0168,0.0714
principle-greedy:core-leads,28,0.0392,0,0,0,0,0,0.9972,0,0,4,0.2367,0,0,1,0.3697,0.3908,3.1597,2.0798,1.041,0,0.3445,0,0.0098,0,0.6815,0.7689,-0.007,-0.3748
principle-greedy:core-leads,29,0.0294,0,0,0,0,0,0.8109,0,0,4,0.084,0,0,0,0.4188,0.3081,3.1877,2.0854,0.8585,0,0.2969,0,0.0167,0,0.6828,0.7745,-0.0098,-2.215
principle-greedy:core-leads,30,0.0294,0,0,0,0,0,0.8109,0,0,4,0.084,0,0,0,0.4188,0.3081,3.1877,2.0854,0,0,0,0,0,0,0.6828,0.7745,0,0
principle-greedy:everyone-shares,1,11.3249,11,9,9,14,16,3,3,3,3,0,0,0,0,2.3754,0.6246,0,0,0,0,3,3,0,0,0.0709,0,-0.6751,-9.8803
principle-greedy:everyone-shares,2,8.2591,7,5,6,10,13,3,3,3,3,0,0,0,0,1.8445,1.1555,0,0,2.809,0,3,3,0,0,0.1353,0,-3.0658,-6.8636
principle-greedy:everyone-shares,3,5.8053,5,2,3,8,11,3.0098,3,3,3,0.0098,0,0,0,1.5294,1.4706,0,0,4.5849,0,3.0098,3,0,0,0.1746,0,-2.4538,-2.9223
principle-greedy:everyone-shares,4,4.0126,3,0,1,5,9,3.3725,3,3,4,0.3725,0,0,1,1.2913,1.7087,0,0,3.8241,3.2,3.3333,3,0,0,0.2447,0,-1.7927,-3.0929
principle-greedy:everyone-shares,5,2.3669,1,0,0,4,7,3.6232,4,3,4,0.6232,1,0,1,0.9804,2.0196,0,0,3.4826,2.2,2.93,3,0.0003,0,0.2833,0,-1.6457,-2.1274
principle-greedy:everyone-shares,6,0.521,0,0,0,0,2,4.5602,5,4,5,0.6022,1,0,1,1.5672,2.3908,0.0266,0.0154,7.4322,0,1.7675,1,0.0031,0,0.3639,0,-1.8459,3.731
principle-greedy:everyone-shares,7,0.2787,0,0,0,0,1,4.5056,5,4,5,0.6289,1,0,1,1.3431,2.5336,0.049,0.0742,4.0473,0,1.5994,0,0.0035,0,0.3882,0,-0.2423,-0.4909
principle-greedy:everyone-shares,8,0.0182,0,0,0,0,0,4.3193,4,3,5,0.5966,1,0,1,1.1106,2.612,0.0784,0.1989,2.8132,0,0.8347,0,0.0058,0,0.4657,0,-0.2605,-0.5536
principle-greedy:everyone-shares,9,0.0868,0,0,0,0,0,4.084,4,2,5,0.5826,1,0,1,0.9426,2.5588,0.1737,0.3249,3.0493,0,0.9482,0,0.0058,0,0.4884,0.0336,0.0686,-1.7692
principle-greedy:everyone-shares,10,0.1064,0,0,0,0,0,3.5336,4,1,5,0.3333,0,0,1,1.014,2.1863,0.2955,0.5042,3.4541,0,1.0546,0,0.0071,0,0.4952,0.0896,0.0196,-2.072
principle-greedy:everyone-shares,11,0.0644,0,0,0,0,0,3.2087,4,0,5,0.3221,0,0,1,0.8711,2.0154,0.4706,0.6429,5.3146,0,0.6975,0,0.0061,0,0.5203,0.1345,-0.042,2.4217
principle-greedy:everyone-shares,12,0.0994,0,0,0,0,0,3.9104,4,1,6,0.3221,0,0,1,1.0196,2.5686,0.6653,0.7465,5.1711,3.2,1.1779,0,0.0064,0,0.536,0.0042,0.035,1.89
principle-greedy:everyone-shares,13,0.0882,0,0,0,0,0,3.4622,4,0.3,6,0.3137,0,0,1,0.9356,2.2129,0.9468,0.9048,3.4325,0,1.1807,0,0.0077,0,0.5422,0.1204,-0.0112,-0.2979
principle-greedy:everyone-shares,14,0.084,0,0,0,0,0,3.0854,4,0,6,0.2899,0,0,1,0.9244,1.8711,1.1246,1.0798,2.9779,0,0.9734,0,0.0091,0,0.5504,0.2297,-0.0042,-0.1855
principle-greedy:everyone-shares,15,0.0798,0,0,0,0,0,2.7535,3,0,6,0.2843,0,0,1,0.8347,1.6345,1.3109,1.2199,2.8911,0,0.8725,0,0.0097,0,0.557,0.3235,-0.0042,0.1297
principle-greedy:everyone-shares,16,0.0826,0,0,0,0,0,2.465,2,0,5,0.2731,0,0,1,0.7549,1.437,1.4734,1.3347,2.3276,0,0.7787,0,0.011,0,0.5612,0.3992,0.0028,-0.1673
principle-greedy:everyone-shares,17,0.0728,0,0,0,0,0,2.1933,1,0,5,0.2493,0,0,1,0.6443,1.2997,1.6232,1.4328,2.1661,0,0.7885,0,0.011,0,0.5634,0.4552,-0.0098,-0.0779
principle-greedy:everyone-shares,18,0.0686,0,0,0,0,0,2.9762,2,1,6,0.2423,0,0,1,1.0742,1.6597,1.7703,1.4958,3.6794,0,1.0196,0,0.0112,0,0.5718,0.0322,-0.0042,0.9129
principle-greedy:everyone-shares,19,0.0882,0,0,0,0,0,2.5532,1,0,6,0.2311,0,0,1,0.8669,1.4552,2.0532,1.6246,2.622,0,0.9692,0,0.0115,0,0.5804,0.2661,0.0196,-0.195
principle-greedy:everyone-shares,20,0.0812,0,0,0,0,0,2.063,1,0,6,0.1387,0,0,1,0.7731,1.1513,2.1723,1.9034,1.66,0,0.7815,0,0.0112,0,0.5824,0.5168,-0.007,-1.3698
principle-greedy:everyone-shares,21,0.042,0,0,0,0,0,1.8235,0,0,6,0.1218,0,0,1,0.6429,1.0588,2.2997,1.9986,1.9899,0,0.5784,0,0.0039,0,0.6155,0.5868,-0.0392,0.1201
principle-greedy:everyone-shares,22,0.0504,0,0,0,0,0,1.6709,0,0,6,0.1443,0,0,1,0.6303,0.8964,2.4272,2.0462,1.8888,0,0.4314,0,0.0039,0,0.6287,0.6246,0.0084,-0.0999
principle-greedy:everyone-shares,23,0.0448,0,0,0,0,0,1.5448,0,0,6,0.1793,0,0,1,0.5784,0.7871,2.5476,2.0868,1.75,0,0.4986,0,0.0049,0,0.635,0.6569,-0.0056,0.1656
principle-greedy:everyone-shares,24,0.0098,0,0,0,0,0,1.3389,0,0,5,0.1555,0,0,1,0.5224,0.6611,2.6961,2.1204,1.9796,0,0.0644,0,0.008,0,0.6552,0.6877,-0.035,0.7458
principle-greedy:everyone-shares,25,0.028,0,0,0,0,0,1.1933,0,0,5,0.1569,0,0,1,0.4692,0.5672,2.8109,2.1527,1.2003,0,0.2017,0,0.0075,0,0.664,0.7143,0.0182,-0.7441
principle-greedy:everyone-shares,26,0.0168,0,0,0,0,0,1.091,0,0,5,0.1695,0,0,1,0.4286,0.493,2.9062,2.1723,1.0346,0,0.2801,0,0.0057,0,0.6685,0.7381,-0.0112,-0.5737
principle-greedy:everyone-shares,27,0.0336,0,0,0,0,0,1.007,0,0,5,0.2017,0,0,1,0.3824,0.423,3.0042,2.1905,0.9531,0,0.3473,0,0.0083,0,0.6714,0.7745,0.0168,-0.2562
principle-greedy:everyone-shares,28,0.0266,0,0,0,0,0,0.909,0,0,4,0.2157,0,0,1,0.3431,0.3501,3.0896,2.2171,0.8727,0,0.3389,0,0.0138,0,0.6727,0.8039,-0.007,-0.2759
principle-greedy:everyone-shares,29,0.0364,0,0,0,0,0,0.7465,0,0,4,0.0714,0,0,0,0.4118,0.2633,3.1036,2.2213,0.7852,0,0.3375,0,0.0161,0,0.6741,0.8053,0.0098,-1.9559
principle-greedy:everyone-shares,30,0.0364,0,0,0,0,0,0.7465,0,0,4,0.0714,0,0,0,0.4118,0.2633,3.1036,2.2213,0,0,0,0,0,0,0.6741,0.8053,0,0
principle-greedy:hold-the-street,1,12.3109,11,9,11,14,16,3,3,3,3,0,0,0,0,2.1387,0.8613,0,0,0,0,3,3,0,0,0.1,0,0.3109,-8.6117
principle-greedy:hold-the-street,2,9.1989,9,6,7,11,13,3,3,3,3,0,0,0,0,1.6709,1.3291,0,0,2.6398,0,3,3,0,0,0.1612,0,-3.112,-7.3421
principle-greedy:hold-the-street,3,6.4468,6,3,4,8,11,3.0098,3,3,3,0.0098,0,0,0,1.458,1.542,0,0,4.3838,0,3.0098,3,0,0,0.1867,0,-2.7521,-3.5117
principle-greedy:hold-the-street,4,4.3978,4,1,2,6,10,3.4286,3,3,4,0.4286,0,0,1,1.2703,1.7297,0,0,4.3311,3.2,3.4062,3,0,0,0.2514,0,-2.049,-2.6043
principle-greedy:hold-the-street,5,2.556,1,0,0,4,7,3.6401,4,3,4,0.6401,1,0,1,0.9678,2.0322,0,0,3.6647,2.2,2.9832,4,0.0006,0,0.2853,0,-1.8417,-2.1744
principle-greedy:hold-the-street,6,0.5546,0,0,0,0,2,4.5784,5,4,5,0.612,1,0,1,1.5476,2.4188,0.0168,0.0168,7.1882,0,1.9342,1,0.0036,0,0.3636,0,-2.0014,3.3132
principle-greedy:hold-the-street,7,0.3725,0,0,0,0,1,4.542,5,4,5,0.6597,1,0,1,1.3193,2.563,0.0448,0.0728,4.5014,3.2,1.6162,0,0.0034,0,0.3916,0,-0.1821,0.0914
principle-greedy:hold-the-street,8,0.042,0,0,0,0,0,4.381,5,3,5,0.6331,1,0,1,1.098,2.6499,0.0798,0.1723,3.0151,0,0.9356,1,0.0053,0,0.4686,0,-0.3305,-0.5998
principle-greedy:hold-the-street,9,0.0994,0,0,0,0,0,4.1555,4,3,5,0.6204,1,0,1,0.9818,2.5532,0.1695,0.2955,3.0034,0,1.021,0,0.0053,0,0.4898,0.0266,0.0574,-1.9845
principle-greedy:hold-the-street,10,0.1457,0,0,0,0,0,3.5476,4,1,5,0.3557,0,0,1,1.0434,2.1485,0.3123,0.4958,3.3378,0,1.2353,0,0.0062,0,0.4964,0.0798,0.0462,-2.3948
principle-greedy:hold-the-street,11,0.0406,0,0,0,0,0,3.1905,4,0,5,0.3347,0,0,1,0.8627,1.993,0.514,0.6303,5.4546,0,0.6513,0,0.005,0,0.5217,0.1359,-0.105,2.6661
principle-greedy:hold-the-street,12,0.098,0,0,0,0,0,3.8641,4,1,6,0.3277,0,0,1,1.0084,2.528,0.7255,0.7381,5.5835,3.2,1.2073,0,0.0074,0,0.5394,0.0028,0.0574,2.1029
principle-greedy:hold-the-street,13,0.112,0,0,0,0,0,3.4244,4,1,6,0.3095,0,0,1,0.888,2.2269,0.9832,0.902,3.3336,0,1.1835,0,0.0092,0,0.5476,0.1246,0.014,-0.198
principle-greedy:hold-the-street,14,0.0896,0,0,0,0,0,3.0994,4,0,6,0.2913,0,0,1,0.8711,1.937,1.1232,1.0686,2.9877,0,0.9314,0,0.0095,0,0.5571,0.2451,-0.0224,-0.1915
principle-greedy:hold-the-street,15,0.1261,0,0,0,0,0,2.7521,3,0,5,0.2577,0,0,1,0.8333,1.6611,1.3053,1.2003,2.4618,0,0.8529,0,0.0109,0,0.5639,0.3263,0.0364,-0.5026
principle-greedy:hold-the-street,16,0.1162,0,0,0,0,0,2.4384,2,0,5,0.2325,0,0,1,0.7227,1.4832,1.4888,1.3053,2.0129,0,0.7759,0,0.0071,0,0.5693,0.3922,-0.0098,-0.632
principle-greedy:hold-the-street,17,0.098,0,0,0,0,0,2.1527,1,0,5,0.2115,0,0,1,0.6331,1.3081,1.6583,1.4006,1.9672,0,0.7017,0,0.0082,0,0.5724,0.4636,-0.0182,-0.3485
principle-greedy:hold-the-street,18,0.1275,0,0,0,0,0,2.9188,2,1,6,0.1975,0,0,1,1.0686,1.6527,1.8193,1.4594,3.6895,0,1.1373,0,0.0079,0,0.5804,0.0378,0.0294,0.9046
principle-greedy:hold-the-street,19,0.1275,0,0,0,0,0,2.5406,1,0,6,0.1933,0,0,1,0.8894,1.458,2.0728,1.5798,2.7257,0,0.937,0,0.0076,0,0.5888,0.2619,0,-0.1589
principle-greedy:hold-the-street,20,0.1064,0,0,0,0,0,2.0784,1,0,6,0.1106,0,0,0,0.8053,1.1625,2.2003,1.8319,1.8276,0,0.7955,0,0.0091,0,0.5913,0.514,-0.021,-1.1946
principle-greedy:hold-the-street,21,0.0588,0,0,0,0,0,1.8403,0,0,6,0.0994,0,0,0,0.6625,1.0784,2.3501,1.909,1.8655,0,0.5266,0,0.0054,0,0.6238,0.5826,-0.0476,0.1161
principle-greedy:hold-the-street,22,0.0462,0,0,0,0,0,1.6863,0,0,5,0.119,0,0,1,0.6134,0.9538,2.4748,1.958,1.8575,0,0.4314,0,0.0051,0,0.6378,0.6148,-0.0126,-0.2752
principle-greedy:hold-the-street,23,0.0392,0,0,0,0,0,1.5476,0,0,5,0.1597,0,0,1,0.5392,0.8487,2.5924,2.0196,1.9285,0,0.5098,0,0.0051,0,0.645,0.6513,-0.007,0.2266
principle-greedy:hold-the-street,24,0.0112,0,0,0,0,0,1.3375,0,0,5,0.1429,0,0,1,0.5028,0.6919,2.7577,2.0476,2.2927,0,0.07,0,0.0059,0,0.6667,0.6821,-0.028,1.045
principle-greedy:hold-the-street,25,0.0112,0,0,0,0,0,1.1779,0,0,5,0.1485,0,0,1,0.4258,0.6036,2.8936,2.077,1.3329,0,0.2353,0,0.0059,0,0.6768,0.7143,0,-0.6621
principle-greedy:hold-the-street,26,0.0224,0,0,0,0,0,1.0966,0,0,4,0.1807,0,0,1,0.3894,0.5266,2.9832,2.1008,1.3026,0,0.3403,0,0.0051,0,0.6801,0.7367,0.0112,-0.5524
principle-greedy:hold-the-street,27,0.0364,0,0,0,0,0,0.9986,0,0,4,0.1989,0,0,1,0.3627,0.437,3.0714,2.1289,1.097,0,0.3179,0,0.0055,0,0.6822,0.7633,0.014,-0.124
principle-greedy:hold-the-street,28,0.0252,0,0,0,0,0,0.8866,0,0,4,0.1947,0,0,1,0.3221,0.3697,3.1611,2.1471,1.0773,0,0.2997,0,0.0079,0,0.6839,0.7885,-0.0112,0.0784
principle-greedy:hold-the-street,29,0.0434,0,0,0,0,0,0.7283,0,0,4,0.0602,0,0,0,0.3669,0.3011,3.1793,2.1527,0.8109,0,0.2927,0,0.0102,0,0.6849,0.7941,0.0182,-2.1059
principle-greedy:hold-the-street,30,0.0434,0,0,0,0,0,0.7283,0,0,4,0.0602,0,0,0,0.3669,0.3011,3.1793,2.1527,0,0,0,0,0,0,0.6849,0.7941,0,0
principle-greedy:outward-search,1,12.3109,11,9,11,14,16,3,3,3,3,0,0,0,0,2.1387,0.8613,0,0,0,0,3,3,0,0,0.1,0,0.3109,-8.6117
principle-greedy:outward-search,2,9.1989,9,6,7,11,13,3,3,3,3,0,0,0,0,1.6583,1.3417,0,0,2.5457,0,3,3,0,0,0.1609,0,-3.112,-7.3837
principle-greedy:outward-search,3,6.4636,6,3,4,8,11,3.0084,3,3,3,0.0084,0,0,0,1.451,1.549,0,0,4.2471,0,3.0084,3,0,0,0.1866,0,-2.7353,-3.7012
principle-greedy:outward-search,4,4.4944,4,0,2,6,10,3.4188,3,3,4,0.4188,0,0,1,1.2395,1.7605,0,0,4.1919,3.2,3.4034,3,0,0,0.2518,0,-1.9692,-2.7204
principle-greedy:outward-search,5,2.7227,1,0,0,4,7,3.6457,4,3,4,0.6457,1,0,1,1.0224,1.9776,0,0,3.6658,2.2,2.9916,4,0,0,0.284,0,-1.7717,-2.1342
principle-greedy:outward-search,6,0.6415,0,0,0,0,2,4.5784,5,4,5,0.619,1,0,1,1.6176,2.3417,0.0252,0.0154,7.4546,3.2,1.9902,1,0.0022,0,0.3623,0,-2.0812,3.6131
principle-greedy:outward-search,7,0.5378,0,0,0,0,2,4.5532,5,4,5,0.6639,1,0,1,1.3922,2.4972,0.0448,0.0658,4.5611,0,1.8291,0,0.0022,0,0.3895,0,-0.1036,-0.0505
principle-greedy:outward-search,8,0.0812,0,0,0,0,0,4.3725,5,3,5,0.6345,1,0,1,1.1429,2.5952,0.0924,0.1695,3.3972,0,1.0532,1,0.0039,0,0.4676,0,-0.4566,-0.2543
principle-greedy:outward-search,9,0.1639,0,0,0,0,0,4.1485,4,3,5,0.6275,1,0,1,1.0154,2.5056,0.1849,0.2941,3.4294,0,1.105,0,0.0039,0,0.4888,0.0252,0.0826,-2.0199
principle-greedy:outward-search,10,0.2115,0,0,0,0,0,3.563,4,1,5,0.3543,0,0,1,1.0686,2.1401,0.3053,0.486,3.4768,0,1.1667,0,0.0062,0,0.4934,0.0798,0.0476,-2.4557
principle-greedy:outward-search,11,0.0938,0,0,0,0,0,3.2171,4,1,5,0.3417,0,0,1,0.895,1.9804,0.5154,0.6092,5.5986,0,0.7297,0,0.0042,0,0.5204,0.1218,-0.1176,2.5264
principle-greedy:outward-search,12,0.1835,0,0,0,0,0,3.8529,4,1,6,0.3235,0,0,1,1.0434,2.486,0.7493,0.7213,5.2031,0.8,1.3081,0,0.0055,0,0.5374,0.0294,0.0896,1.4778
principle-greedy:outward-search,13,0.1681,0,0,0,0,0,3.3992,4,1,6,0.2997,0,0,1,0.8964,2.2031,1.0224,0.8782,3.7709,0,1.2857,0,0.0055,0,0.5458,0.1261,-0.0154,0.036
principle-greedy:outward-search,14,0.1877,0,0,0,0,0,2.972,3,0,6,0.2759,0,0,1,0.8613,1.8347,1.2423,1.0616,3.7143,0,1.112,0,0.0053,0,0.5567,0.2493,0.0196,0.4049
principle-greedy:outward-search,15,0.1457,0,0,0,0,0,2.619,3,0,5,0.2563,0,0,1,0.8025,1.5602,1.4132,1.2241,2.8465,0,0.9664,0,0.0062,0,0.5623,0.3641,-0.042,-0.2537
principle-greedy:outward-search,16,0.1232,0,0,0,0,0,2.3347,2,0,5,0.2283,0,0,1,0.7423,1.3641,1.5784,1.3151,2.4731,0,0.7955,0,0.0051,0,0.5675,0.4258,-0.0224,-0.1707
